date,close,pred_move,rsi,macd,adx,bb_pctb,rsi_4h,macd_4h,adx_4h,bb_pctb_4h,agree_score,agree_4h_score,filter_signal
2025-11-21 00:00:00,660.14,-0.0009036273,43.06636283452171,-2.1287665889778964,23.948318070930764,0.41509331685924894,43.06636283452171,-2.1287665889778964,23.948318070930764,0.41509331685924894,1,1,No strong signal
2025-11-21 00:00:00,660.14,-0.0008593899,43.06636283452171,-2.1287665889778964,23.948318070930764,0.41509331685924894,43.06636283452171,-2.1287665889778964,23.948318070930764,0.41509331685924894,1,1,No strong signal
2025-11-21 00:00:00,660.14,-0.0009435186,43.06636283452171,-2.1287665889778964,23.948318070930764,0.41509331685924894,43.06636283452171,-2.1287665889778964,23.948318070930764,0.41509331685924894,1,1,No strong signal
2025-11-21 00:00:00,660.14,-0.00097269285,43.06636283452171,-2.1287665889778964,23.948318070930764,0.41509331685924894,43.06636283452171,-2.1287665889778964,23.948318070930764,0.41509331685924894,1,1,No strong signal
2025-11-21 00:00:00,660.14,-0.0009713471,43.06636283452171,-2.1287665889778964,23.948318070930764,0.41509331685924894,43.06636283452171,-2.1287665889778964,23.948318070930764,0.41509331685924894,1,1,No strong signal
2025-11-24 00:00:00,659.99,0.0003010008,42.9776743385968,-2.6216685731468488,24.895080731837197,0.455759136986613,42.9776743385968,-2.6216685731468488,24.895080731837197,0.455759136986613,0,0,No strong signal
2025-11-24 00:00:00,662.65,0.0003452597,44.96670733788717,-2.4094748409530666,24.895080731837197,0.5601616058316301,44.96670733788717,-2.4094748409530666,24.895080731837197,0.5601616058316301,0,0,No strong signal
2025-11-24 00:00:00,663.11,0.0002883462,45.3013062120811,-2.372779684257921,24.895080731837197,0.5778033193659006,45.3013062120811,-2.372779684257921,24.895080731837197,0.5778033193659006,0,0,No strong signal
2025-11-24 00:00:00,666.07,0.00032927137,47.360716264795506,-2.136654328132636,24.59344944205296,0.6821766773100334,47.360716264795506,-2.136654328132636,24.59344944205296,0.6821766773100334,0,0,No strong signal
2025-11-25 00:00:00,673.39,0.000121331694,52.02472999252172,-1.342391143135842,23.478093896092503,0.781706831568291,52.02472999252172,-1.342391143135842,23.478093896092503,0.781706831568291,0,0,No strong signal
