2025-10-09 16:28:16,QGEN,8,46.98,46.08090909090909
2025-10-09 16:28:26,TEVA,20,18.69,19.397727272727273
2025-10-09 16:28:29,FAST,7,48.17,48.55954545454546
2025-10-09 16:28:34,SHEL,5,72.54,73.51818181818182
2025-10-10 15:44:21,RPRX,1,36.13,36.06090909090909
2025-10-10 15:45:00,CANG,7,4.555,4.49075
2025-10-10 15:45:05,NU,1,15.41,15.700454545454546
2025-10-20 13:52:50,PGEN,8,4.005,3.429886595984672
2025-10-20 13:52:54,BBVA,1,19.47,18.366077141502267
2025-10-20 13:53:11,VIPS,1,18.8,18.640435615905997
2025-10-20 13:53:18,WBD,1,18.48,18.102800755804367
2025-10-20 13:58:06,TV,8,2.44,2.4286335784804205
