,date,open,high,low,close,volume,average,barCount
0,2025-04-14 09:30:00-04:00,67.18,67.18,61.4148,61.59,142869.0,64.13818,834
1,2025-04-14 12:00:00-04:00,61.63,64.95,61.6,64.64,204902.0,63.9447,1451
2,2025-04-15 09:30:00-04:00,64.39,66.14,63.09,63.3,87985.0,64.32133,446
3,2025-04-15 12:00:00-04:00,63.345,63.93,62.1701,63.795,104904.0,63.09933,648
4,2025-04-16 09:30:00-04:00,62.3,68.38,62.1018,66.65,221062.0,66.78158,1228
5,2025-04-16 12:00:00-04:00,66.75,67.2,64.0,65.24,185479.0,65.4877,1392
6,2025-04-17 09:30:00-04:00,65.47,67.79,65.47,66.7774,87239.0,66.63674,486
7,2025-04-17 12:00:00-04:00,66.97,68.2343,66.31,67.3792,147828.0,67.40958,899
8,2025-04-21 09:30:00-04:00,67.13,67.13,61.0,61.0,148101.0,62.51252,758
9,2025-04-21 12:00:00-04:00,61.0472,62.92,60.52,62.635,187113.0,61.45528,1350
10,2025-04-22 09:30:00-04:00,64.01,65.2,63.0,64.8,67409.0,64.22532,400
11,2025-04-22 12:00:00-04:00,64.8,65.7921,63.8,65.2,79435.0,65.00816,579
12,2025-04-23 09:30:00-04:00,67.61,68.88,66.4837,67.57,118379.0,67.73177,595
13,2025-04-23 12:00:00-04:00,67.605,68.36,65.93,67.27,96740.0,67.25666,628
14,2025-04-24 09:30:00-04:00,67.37,69.43,67.37,68.09,77775.0,68.73182,347
15,2025-04-24 12:00:00-04:00,68.13,69.58,68.13,68.75,126641.0,68.8885,771
16,2025-04-25 09:30:00-04:00,67.4,69.6361,67.27,69.33,37160.0,68.35765,202
17,2025-04-25 12:00:00-04:00,69.23,70.66,68.0943,69.84,71744.0,69.72581,444
18,2025-04-28 09:30:00-04:00,72.0,72.53,67.7,68.23,109826.0,70.20743,535
19,2025-04-28 12:00:00-04:00,68.0989,70.78,67.74,70.32,53791.0,69.46748,393
20,2025-04-29 09:30:00-04:00,70.0,70.67,68.4887,70.07,48368.0,69.43661,247
21,2025-04-29 12:00:00-04:00,70.32,71.25,69.92,70.62,60649.0,70.70312,466
22,2025-04-30 09:30:00-04:00,67.69,69.5,66.3787,69.15,74202.0,68.22667,397
23,2025-04-30 12:00:00-04:00,69.25,69.84,68.3533,69.5,78699.0,69.13144,584
24,2025-05-01 09:30:00-04:00,70.88,72.045,69.5,69.767,106086.0,70.81426,514
25,2025-05-01 12:00:00-04:00,70.1164,72.0,69.8,70.9922,83791.0,71.01873,496
26,2025-05-02 09:30:00-04:00,72.43,74.5,72.0,74.09,87858.0,73.3377,439
27,2025-05-02 12:00:00-04:00,74.19,74.53,72.55,73.61,82947.0,73.56545,613
28,2025-05-05 09:30:00-04:00,73.39,73.8735,71.0,72.0,66485.0,72.10633,371
29,2025-05-05 12:00:00-04:00,72.17,72.981,71.42,71.55,70132.0,72.29239,466
30,2025-05-06 09:30:00-04:00,70.43,73.0,70.43,72.35,60458.0,72.12411,332
31,2025-05-06 12:00:00-04:00,72.36,75.56,71.1476,75.22,198777.0,74.26769,1351
32,2025-05-07 09:30:00-04:00,76.0,76.0,71.53,73.42,191969.0,73.49539,879
33,2025-05-07 12:00:00-04:00,73.415,74.72,71.885,72.51,199509.0,72.91426,1301
34,2025-05-08 09:30:00-04:00,80.75,87.3009,80.45,86.57,661884.0,84.05201,3436
35,2025-05-08 12:00:00-04:00,86.86,89.9,86.29,89.63,490805.0,88.24697,2984
36,2025-05-09 09:30:00-04:00,90.84,93.4,88.8402,91.14,343518.0,91.63595,2007
37,2025-05-09 12:00:00-04:00,91.4124,94.0557,88.4698,93.73,474401.0,91.35501,2072
38,2025-05-12 09:30:00-04:00,99.85,101.5299,92.103,94.61,380022.0,95.81553,1913
39,2025-05-12 12:00:00-04:00,94.54,96.5852,93.7,94.26,227242.0,94.80789,1523
40,2025-05-13 09:30:00-04:00,94.91,97.5,93.96,96.435,186547.0,95.75678,1141
41,2025-05-13 12:00:00-04:00,96.57,96.5751,92.14,92.525,249385.0,94.5534,1683
42,2025-05-14 09:30:00-04:00,94.07,98.005,92.78,97.245,493776.0,95.76096,2544
43,2025-05-14 12:00:00-04:00,97.05,98.68,94.18,96.66,704040.0,96.36311,2874
44,2025-05-15 09:30:00-04:00,95.16,95.96,91.63,94.575,214958.0,93.47757,1098
45,2025-05-15 12:00:00-04:00,94.635,96.5276,94.43,96.19,147835.0,95.72662,1111
46,2025-05-16 09:30:00-04:00,96.39,97.4864,94.0,94.98,120996.0,95.75186,612
47,2025-05-16 12:00:00-04:00,95.13,96.4907,94.61,95.43,220510.0,95.79378,989
48,2025-05-19 09:30:00-04:00,93.36,95.54,90.25,94.5,144493.0,93.32898,670
49,2025-05-19 12:00:00-04:00,94.64,95.23,93.4804,95.2,95206.0,94.54543,715
50,2025-05-20 09:30:00-04:00,96.48,97.0,92.99,95.07,90985.0,95.0227,468
51,2025-05-20 12:00:00-04:00,95.0901,95.47,94.2072,94.93,96710.0,94.98881,678
52,2025-05-21 09:30:00-04:00,93.7,98.71,93.7,95.98,172446.0,95.93936,952
53,2025-05-21 12:00:00-04:00,95.93,97.16,92.84,93.17,413394.0,95.54096,1505
54,2025-05-22 09:30:00-04:00,92.91,94.7599,90.83,93.36,170764.0,93.48982,348
55,2025-05-22 12:00:00-04:00,93.445,94.14,92.72,93.21,120211.0,93.58396,847
56,2025-05-23 09:30:00-04:00,111.75,118.27,100.5,111.775,1753464.0,111.62447,9105
57,2025-05-23 12:00:00-04:00,111.775,117.4543,109.75,112.31,888460.0,113.8168,5008
58,2025-05-27 09:30:00-04:00,115.81,128.89,115.81,128.0,1202229.0,123.77054,6317
59,2025-05-27 12:00:00-04:00,128.2,129.12,124.98,128.0,822037.0,127.35135,4416
60,2025-05-28 09:30:00-04:00,130.55,136.0,127.8,130.52,812641.0,132.44628,4192
61,2025-05-28 12:00:00-04:00,130.78,132.82,126.5,127.73,399658.0,129.09889,2418
62,2025-05-29 09:30:00-04:00,129.6,130.0,123.33,124.61,503649.0,125.68724,2732
63,2025-05-29 12:00:00-04:00,124.69,126.17,122.39,123.47,260736.0,124.1053,1498
64,2025-05-30 09:30:00-04:00,118.0,128.685,117.6408,124.58,407725.0,124.28888,1939
