,date,open,high,low,close,volume,average,barCount
0,2025-04-14 09:30:00-04:00,3.44,3.535,3.27,3.405,682661.0,3.41854,2553
1,2025-04-14 12:00:00-04:00,3.4097,3.51,3.39,3.47,815408.0,3.45621,3097
2,2025-04-15 09:30:00-04:00,3.47,3.5,3.36,3.4,477414.0,3.41232,1627
3,2025-04-15 12:00:00-04:00,3.4,3.51,3.395,3.425,658060.0,3.44372,2628
4,2025-04-16 09:30:00-04:00,3.36,3.39,3.2115,3.2115,462508.0,3.28152,1629
5,2025-04-16 12:00:00-04:00,3.215,3.3,3.16,3.28,922913.0,3.23799,4503
6,2025-04-17 09:30:00-04:00,3.3,3.38,3.225,3.265,195233.0,3.27871,741
7,2025-04-17 12:00:00-04:00,3.265,3.33,3.26,3.325,530034.0,3.30407,2367
8,2025-04-21 09:30:00-04:00,3.33,3.4,3.27,3.29,304505.0,3.32433,1167
9,2025-04-21 12:00:00-04:00,3.2998,3.35,3.25,3.345,603451.0,3.31225,2618
10,2025-04-22 09:30:00-04:00,3.428,3.74,3.4,3.7394,743475.0,3.55699,2684
11,2025-04-22 12:00:00-04:00,3.7399,3.89,3.72,3.84,779518.0,3.81915,3246
12,2025-04-23 09:30:00-04:00,3.97,4.03,3.8,3.825,394492.0,3.90916,1654
13,2025-04-23 12:00:00-04:00,3.825,3.9792,3.81,3.925,755547.0,3.91146,3339
14,2025-04-24 09:30:00-04:00,3.92,4.235,3.88,4.2284,567588.0,4.08707,2126
15,2025-04-24 12:00:00-04:00,4.22,4.275,4.11,4.11,939520.0,4.2058,3278
16,2025-04-25 09:30:00-04:00,4.1,4.22,4.0109,4.12,513602.0,4.1094,1756
17,2025-04-25 12:00:00-04:00,4.12,4.27,4.115,4.185,774518.0,4.18866,2554
18,2025-04-28 09:30:00-04:00,4.26,4.465,4.16,4.265,1119917.0,4.25369,2261
19,2025-04-28 12:00:00-04:00,4.26,4.29,4.19,4.29,704856.0,4.25056,2133
20,2025-04-29 09:30:00-04:00,4.33,4.3891,4.17,4.2681,288948.0,4.25594,1139
21,2025-04-29 12:00:00-04:00,4.265,4.45,4.2111,4.43,600933.0,4.37311,2317
22,2025-04-30 09:30:00-04:00,4.44,4.45,4.27,4.405,317880.0,4.3675,1137
23,2025-04-30 12:00:00-04:00,4.41,4.55,4.37,4.48,710234.0,4.46628,2855
24,2025-05-01 09:30:00-04:00,4.56,4.58,4.38,4.395,291358.0,4.462,1236
25,2025-05-01 12:00:00-04:00,4.395,4.425,4.21,4.23,859340.0,4.32712,3232
26,2025-05-02 09:30:00-04:00,4.27,4.38,4.19,4.355,435710.0,4.27537,1892
27,2025-05-02 12:00:00-04:00,4.355,4.525,4.33,4.4,1287906.0,4.43097,3771
28,2025-05-05 09:30:00-04:00,4.48,4.625,4.36,4.485,1354990.0,4.46761,3877
29,2025-05-05 12:00:00-04:00,4.485,4.53,4.41,4.43,1758849.0,4.47004,6882
30,2025-05-06 09:30:00-04:00,5.39,6.46,5.28,6.145,12248167.0,5.97603,34315
31,2025-05-06 12:00:00-04:00,6.145,6.56,6.053,6.56,6556539.0,6.29309,23221
32,2025-05-07 09:30:00-04:00,6.51,6.52,5.96,6.46,2749721.0,6.26384,8781
33,2025-05-07 12:00:00-04:00,6.46,6.53,6.125,6.445,2333789.0,6.32248,9378
34,2025-05-08 09:30:00-04:00,6.54,6.54,6.36,6.405,3255422.0,6.46843,8520
35,2025-05-08 12:00:00-04:00,6.4,6.5,6.32,6.38,2705094.0,6.43723,8398
36,2025-05-09 09:30:00-04:00,6.4,6.44,5.8292,6.09,1756724.0,6.04366,5486
37,2025-05-09 12:00:00-04:00,6.1,6.39,6.02,6.22,1248921.0,6.23954,6430
38,2025-05-12 09:30:00-04:00,6.39,6.39,5.77,5.86,1405999.0,5.99739,5094
39,2025-05-12 12:00:00-04:00,5.855,6.2,5.78,6.17,1614462.0,6.00899,7507
40,2025-05-13 09:30:00-04:00,6.13,6.315,6.0,6.27,814486.0,6.18907,3806
41,2025-05-13 12:00:00-04:00,6.26,6.32,6.145,6.305,1179105.0,6.23942,5748
42,2025-05-14 09:30:00-04:00,6.35,7.1,6.31,6.97,3332912.0,6.80229,8522
43,2025-05-14 12:00:00-04:00,6.97,7.19,6.825,6.91,1509389.0,7.00054,6856
44,2025-05-15 09:30:00-04:00,6.83,6.875,6.54,6.78,1113488.0,6.69142,4965
